#BuildingID,Date,Time,TargetTemp,ActualTemp
16,06/28/13,06:00:01 AM,67,59
12,06/29/13,07:00:01 AM,67,76
15,06/30/13,08:00:01 AM,70,72
6,06/01/13,09:00:01 AM,67,69
5,06/02/13,10:00:01 AM,67,72
16,06/03/13,11:00:01 AM,65,57
12,06/04/13,12:00:01 PM,70,72
18,06/05/13,01:00:01 PM,67,59
4,06/06/13,02:00:01 PM,67,56
2,06/07/13,03:00:01 PM,70,58
4,06/08/13,04:00:01 PM,70,79
10,06/09/13,05:00:01 PM,69,66
15,06/10/13,06:00:01 PM,70,71
14,06/11/13,07:00:01 PM,66,76
16,06/12/13,08:00:01 PM,68,76
16,06/13/13,09:00:01 PM,67,77
19,06/14/13,10:00:01 PM,70,79
18,06/15/13,11:00:01 PM,70,64
11,06/16/13,12:13:19 AM,69,74
13,06/17/13,01:13:19 AM,67,61
5,06/18/13,02:13:19 AM,67,69
7,06/19/13,03:13:19 AM,69,72
20,06/20/13,04:13:19 AM,66,73
19,06/21/13,05:13:19 AM,68,72
11,06/22/13,06:13:19 AM,67,78
7,06/23/13,07:13:19 AM,70,80
10,06/24/13,08:13:19 AM,67,57
1,06/25/13,09:13:19 AM,70,77
2,06/26/13,10:13:19 AM,70,65
19,06/27/13,11:13:19 AM,70,74
14,06/28/13,12:13:19 PM,70,55
11,06/29/13,01:13:19 PM,68,63
13,06/30/13,02:13:19 PM,68,76
3,06/01/13,03:13:19 PM,67,78
10,06/02/13,04:13:19 PM,69,67
18,06/03/13,05:13:19 PM,66,62
19,06/04/13,06:13:19 PM,67,55
14,06/05/13,07:13:19 PM,66,73
15,06/06/13,08:13:19 PM,67,69
10,06/07/13,09:13:19 PM,65,72
16,06/08/13,10:13:19 PM,68,59
3,06/09/13,11:13:19 PM,68,55
3,06/10/13,12:43:51 AM,67,58
14,06/11/13,01:43:51 AM,65,56
14,06/12/13,02:43:51 AM,66,69
3,06/13/13,03:43:51 AM,66,79
6,06/14/13,04:43:51 AM,69,76
8,06/15/13,05:43:51 AM,67,56
5,06/16/13,06:43:51 AM,69,78
18,06/17/13,07:43:51 AM,70,55
15,06/18/13,08:43:51 AM,70,80
8,06/19/13,09:43:51 AM,67,61
15,06/20/13,10:43:51 AM,66,77
8,06/21/13,11:43:51 AM,70,70
1,06/22/13,12:43:51 PM,66,71
7,06/23/13,01:43:51 PM,67,61
8,06/24/13,02:43:51 PM,67,64
7,06/25/13,03:43:51 PM,65,65
16,06/26/13,04:43:51 PM,65,59
18,06/27/13,05:43:51 PM,67,71
10,06/28/13,06:43:51 PM,68,64
16,06/29/13,07:43:51 PM,69,65
9,06/30/13,08:43:51 PM,67,66
18,06/01/13,09:43:51 PM,70,61
3,06/02/13,10:43:51 PM,65,57
19,06/03/13,11:43:51 PM,65,71
20,06/04/13,12:13:20 AM,70,70
8,06/05/13,01:13:20 AM,67,58
9,06/06/13,02:13:20 AM,68,66
14,06/07/13,03:13:20 AM,70,71
12,06/08/13,04:13:20 AM,67,66
14,06/09/13,05:13:20 AM,70,60
2,06/10/13,06:13:20 AM,67,76
7,06/11/13,07:13:20 AM,65,72
7,06/12/13,08:13:20 AM,68,73
3,06/13/13,09:13:20 AM,68,74
8,06/14/13,10:13:20 AM,69,74
11,06/15/13,11:13:20 AM,69,66
1,06/16/13,12:13:20 PM,65,76
6,06/17/13,01:13:20 PM,66,78
18,06/18/13,02:13:20 PM,65,67
2,06/19/13,03:13:20 PM,66,64
14,06/20/13,04:13:20 PM,70,74
10,06/21/13,05:13:20 PM,70,74
9,06/22/13,06:13:20 PM,68,67
17,06/23/13,07:13:20 PM,66,60
18,06/24/13,08:13:20 PM,67,78
6,06/25/13,09:13:20 PM,70,66
2,06/26/13,10:13:20 PM,68,75
8,06/27/13,11:13:20 PM,67,61
15,06/28/13,12:33:07 AM,67,78
10,06/29/13,01:33:07 AM,65,66
18,06/30/13,02:33:07 AM,68,79
14,06/01/13,03:33:07 AM,69,60
14,06/02/13,04:33:07 AM,69,72
18,06/03/13,05:33:07 AM,68,76
20,06/04/13,06:33:07 AM,70,65
2,06/05/13,07:33:07 AM,65,59
8,06/06/13,08:33:07 AM,69,76
2,06/07/13,09:33:07 AM,68,71
2,06/08/13,10:33:07 AM,67,73
8,06/09/13,11:33:07 AM,66,62
2,06/10/13,12:33:07 PM,68,79
1,06/11/13,01:33:07 PM,65,58
8,06/12/13,02:33:07 PM,69,64
18,06/13/13,03:33:07 PM,67,64
5,06/14/13,04:33:07 PM,68,60
17,06/15/13,05:33:07 PM,68,64
5,06/16/13,06:33:07 PM,69,71
1,06/17/13,07:33:07 PM,65,78
8,06/18/13,08:33:07 PM,68,67
6,06/19/13,09:33:07 PM,65,60
19,06/20/13,10:33:07 PM,69,70
20,06/21/13,11:33:07 PM,68,73
1,06/22/13,12:00:01 AM,67,69
12,06/23/13,01:00:01 AM,66,63
16,06/24/13,02:00:01 AM,69,65
2,06/25/13,03:00:01 AM,69,56
17,06/26/13,04:00:01 AM,69,58
7,06/27/13,05:00:01 AM,65,58
3,06/28/13,06:00:01 AM,67,73
15,06/29/13,07:00:01 AM,66,56
10,06/30/13,08:00:01 AM,65,78
2,06/01/13,09:00:01 AM,66,58
15,06/02/13,10:00:01 AM,67,64
14,06/03/13,11:00:01 AM,68,76
7,06/04/13,12:00:01 PM,66,74
19,06/05/13,01:00:01 PM,69,61
20,06/06/13,02:00:01 PM,65,60
14,06/07/13,03:00:01 PM,70,72
19,06/08/13,04:00:01 PM,70,67
7,06/09/13,05:00:01 PM,68,66
7,06/10/13,06:00:01 PM,66,71
4,06/11/13,07:00:01 PM,69,60
5,06/12/13,08:00:01 PM,70,63
2,06/13/13,09:00:01 PM,65,73
14,06/14/13,10:00:01 PM,69,68
13,06/15/13,11:00:01 PM,65,55
7,06/16/13,12:13:19 AM,68,78
12,06/17/13,01:13:19 AM,68,59
9,06/18/13,02:13:19 AM,65,71
1,06/19/13,03:13:19 AM,67,56
14,06/20/13,04:13:19 AM,70,77
6,06/21/13,05:13:19 AM,70,65
8,06/22/13,06:13:19 AM,69,63
18,06/23/13,07:13:19 AM,69,71
7,06/24/13,08:13:19 AM,69,74
18,06/25/13,09:13:19 AM,67,70
18,06/26/13,10:13:19 AM,65,76
10,06/27/13,11:13:19 AM,65,73
11,06/28/13,12:13:19 PM,66,55
15,06/29/13,01:13:19 PM,66,77
13,06/30/13,02:13:19 PM,65,64
20,06/01/13,03:13:19 PM,68,66
19,06/02/13,04:13:19 PM,69,56
16,06/03/13,05:13:19 PM,66,75
7,06/04/13,06:13:19 PM,65,65
15,06/05/13,07:13:19 PM,65,70
11,06/06/13,08:13:19 PM,70,58
4,06/07/13,09:13:19 PM,67,73
5,06/08/13,10:13:19 PM,70,67
19,06/09/13,11:13:19 PM,69,70
8,06/10/13,12:43:51 AM,68,71
16,06/11/13,01:43:51 AM,67,57
4,06/12/13,02:43:51 AM,65,66
14,06/13/13,03:43:51 AM,66,69
6,06/14/13,04:43:51 AM,69,62
13,06/15/13,05:43:51 AM,69,56
8,06/16/13,06:43:51 AM,70,68
7,06/17/13,07:43:51 AM,66,73
11,06/18/13,08:43:51 AM,68,60
10,06/19/13,09:43:51 AM,70,66
20,06/20/13,10:43:51 AM,69,61
6,06/21/13,11:43:51 AM,67,74
13,06/22/13,12:43:51 PM,70,59
1,06/23/13,01:43:51 PM,70,67
18,06/24/13,02:43:51 PM,69,59
5,06/25/13,03:43:51 PM,66,69
10,06/26/13,04:43:51 PM,69,61
17,06/27/13,05:43:51 PM,68,60
16,06/28/13,06:43:51 PM,67,79
2,06/29/13,07:43:51 PM,67,59
6,06/30/13,08:43:51 PM,69,62
20,06/01/13,09:43:51 PM,67,79
5,06/02/13,10:43:51 PM,66,73
3,06/03/13,11:43:51 PM,70,71
19,06/04/13,12:13:20 AM,69,55
11,06/05/13,01:13:20 AM,70,67
3,06/06/13,02:13:20 AM,69,65
3,06/07/13,03:13:20 AM,67,57
18,06/08/13,04:13:20 AM,69,74
15,06/09/13,05:13:20 AM,70,79
8,06/10/13,06:13:20 AM,66,77
18,06/11/13,07:13:20 AM,68,71
13,06/12/13,08:13:20 AM,66,56
9,06/13/13,09:13:20 AM,68,60
8,06/14/13,10:13:20 AM,67,67
13,06/15/13,11:13:20 AM,67,70
16,06/16/13,12:13:20 PM,69,77
19,06/17/13,01:13:20 PM,68,69
12,06/18/13,02:13:20 PM,67,72
11,06/19/13,03:13:20 PM,65,69
17,06/20/13,04:13:20 PM,65,64
12,06/21/13,05:13:20 PM,68,69
6,06/22/13,06:13:20 PM,66,74
5,06/23/13,07:13:20 PM,69,59
18,06/24/13,08:13:20 PM,65,63
6,06/25/13,09:13:20 PM,68,65
6,06/26/13,10:13:20 PM,67,58
10,06/27/13,11:13:20 PM,69,65
4,06/28/13,12:33:07 AM,65,76
13,06/29/13,01:33:07 AM,67,74
2,06/30/13,02:33:07 AM,66,71
5,06/01/13,03:33:07 AM,68,78
13,06/02/13,04:33:07 AM,68,62
18,06/03/13,05:33:07 AM,67,63
1,06/04/13,06:33:07 AM,67,65
17,06/05/13,07:33:07 AM,69,71
14,06/06/13,08:33:07 AM,67,71
12,06/07/13,09:33:07 AM,67,61
18,06/08/13,10:33:07 AM,68,64
16,06/09/13,11:33:07 AM,65,69
4,06/10/13,12:33:07 PM,70,75
2,06/11/13,01:33:07 PM,65,68
7,06/12/13,02:33:07 PM,67,77
14,06/13/13,03:33:07 PM,69,68
6,06/14/13,04:33:07 PM,66,63
18,06/15/13,05:33:07 PM,68,78
9,06/16/13,06:33:07 PM,68,76
16,06/17/13,07:33:07 PM,66,74
13,06/18/13,08:33:07 PM,69,76
10,06/19/13,09:33:07 PM,69,64
15,06/20/13,10:33:07 PM,68,64
3,06/21/13,11:33:07 PM,66,60
8,06/22/13,12:00:01 AM,69,77
6,06/23/13,01:00:01 AM,68,71
17,06/24/13,02:00:01 AM,68,77
10,06/25/13,03:00:01 AM,70,73
7,06/26/13,04:00:01 AM,65,62
17,06/27/13,05:00:01 AM,68,60
14,06/28/13,06:00:01 AM,67,55
20,06/29/13,07:00:01 AM,69,75
19,06/30/13,08:00:01 AM,66,71
6,06/01/13,09:00:01 AM,69,67
2,06/02/13,10:00:01 AM,66,69
6,06/03/13,11:00:01 AM,69,78
11,06/04/13,12:00:01 PM,70,73
17,06/05/13,01:00:01 PM,70,75
5,06/06/13,02:00:01 PM,67,72
4,06/07/13,03:00:01 PM,70,65
1,06/08/13,04:00:01 PM,70,59
17,06/09/13,05:00:01 PM,67,62
8,06/10/13,06:00:01 PM,70,67
1,06/11/13,07:00:01 PM,68,74
1,06/12/13,08:00:01 PM,69,71
8,06/13/13,09:00:01 PM,65,72
10,06/14/13,10:00:01 PM,69,61
3,06/15/13,11:00:01 PM,70,77
11,06/16/13,12:13:19 AM,65,64
15,06/17/13,01:13:19 AM,67,65
5,06/18/13,02:13:19 AM,69,75
10,06/19/13,03:13:19 AM,68,64
10,06/20/13,04:13:19 AM,70,62
10,06/21/13,05:13:19 AM,70,68
20,06/22/13,06:13:19 AM,65,79
11,06/23/13,07:13:19 AM,66,63
13,06/24/13,08:13:19 AM,67,65
15,06/25/13,09:13:19 AM,67,74
10,06/26/13,10:13:19 AM,65,80
19,06/27/13,11:13:19 AM,70,80
3,06/28/13,12:13:19 PM,70,59
19,06/29/13,01:13:19 PM,70,59
19,06/30/13,02:13:19 PM,69,74
3,06/01/13,03:13:19 PM,70,73
2,06/02/13,04:13:19 PM,68,64
8,06/03/13,05:13:19 PM,70,74
17,06/04/13,06:13:19 PM,66,58
16,06/05/13,07:13:19 PM,65,78
5,06/06/13,08:13:19 PM,70,68
18,06/07/13,09:13:19 PM,69,67
2,06/08/13,10:13:19 PM,69,66
3,06/09/13,11:13:19 PM,69,79
9,06/10/13,12:43:51 AM,69,78
9,06/11/13,01:43:51 AM,66,74
2,06/12/13,02:43:51 AM,69,61
1,06/13/13,03:43:51 AM,66,58
18,06/14/13,04:43:51 AM,70,57
19,06/15/13,05:43:51 AM,65,76
4,06/16/13,06:43:51 AM,67,57
11,06/17/13,07:43:51 AM,69,73
20,06/18/13,08:43:51 AM,69,61
18,06/19/13,09:43:51 AM,67,75
5,06/20/13,10:43:51 AM,66,72
1,06/21/13,11:43:51 AM,65,65
12,06/22/13,12:43:51 PM,67,70
15,06/23/13,01:43:51 PM,67,76
10,06/24/13,02:43:51 PM,70,69
2,06/25/13,03:43:51 PM,67,57
13,06/26/13,04:43:51 PM,67,61
10,06/27/13,05:43:51 PM,66,66
19,06/28/13,06:43:51 PM,66,69
7,06/29/13,07:43:51 PM,66,68
14,06/30/13,08:43:51 PM,67,76
15,06/01/13,09:43:51 PM,67,63
17,06/02/13,10:43:51 PM,70,74
13,06/03/13,11:43:51 PM,67,78
4,06/04/13,12:13:20 AM,66,64
12,06/05/13,01:13:20 AM,66,60
10,06/06/13,02:13:20 AM,70,75
11,06/07/13,03:13:20 AM,70,58
19,06/08/13,04:13:20 AM,66,60
5,06/09/13,05:13:20 AM,65,56
17,06/10/13,06:13:20 AM,65,57
10,06/11/13,07:13:20 AM,65,55
9,06/12/13,08:13:20 AM,67,71
4,06/13/13,09:13:20 AM,69,63
4,06/14/13,10:13:20 AM,67,65
15,06/15/13,11:13:20 AM,70,71
1,06/16/13,12:13:20 PM,67,59
17,06/17/13,01:13:20 PM,69,73
4,06/18/13,02:13:20 PM,69,75
14,06/19/13,03:13:20 PM,68,67
10,06/20/13,04:13:20 PM,65,68
4,06/21/13,05:13:20 PM,69,78
8,06/22/13,06:13:20 PM,68,68
18,06/23/13,07:13:20 PM,70,62
13,06/24/13,08:13:20 PM,70,80
19,06/25/13,09:13:20 PM,65,74
2,06/26/13,10:13:20 PM,68,67
6,06/27/13,11:13:20 PM,67,65
2,06/28/13,12:33:07 AM,65,73
19,06/29/13,01:33:07 AM,68,76
4,06/30/13,02:33:07 AM,66,74
1,06/01/13,03:33:07 AM,67,62
4,06/02/13,04:33:07 AM,70,73
19,06/03/13,05:33:07 AM,65,62
20,06/04/13,06:33:07 AM,65,75
16,06/05/13,07:33:07 AM,67,77
17,06/06/13,08:33:07 AM,66,66
5,06/07/13,09:33:07 AM,66,58
1,06/08/13,10:33:07 AM,67,70
6,06/09/13,11:33:07 AM,69,55
10,06/10/13,12:33:07 PM,70,61
20,06/11/13,01:33:07 PM,70,80
17,06/12/13,02:33:07 PM,65,80
18,06/13/13,03:33:07 PM,65,75
19,06/14/13,04:33:07 PM,67,64
6,06/15/13,05:33:07 PM,67,68
14,06/16/13,06:33:07 PM,69,61
7,06/17/13,07:33:07 PM,69,72
3,06/18/13,08:33:07 PM,68,60
15,06/19/13,09:33:07 PM,69,64
15,06/20/13,10:33:07 PM,66,61
9,06/21/13,11:33:07 PM,70,59
15,06/22/13,12:00:01 AM,66,77
15,06/23/13,01:00:01 AM,65,57
9,06/24/13,02:00:01 AM,70,66
17,06/25/13,03:00:01 AM,67,55
8,06/26/13,04:00:01 AM,66,64
16,06/27/13,05:00:01 AM,70,75
15,06/28/13,06:00:01 AM,65,77
19,06/29/13,07:00:01 AM,65,59
19,06/30/13,08:00:01 AM,67,80
8,06/01/13,09:00:01 AM,67,55
11,06/02/13,10:00:01 AM,67,71
20,06/03/13,11:00:01 AM,70,63
2,06/04/13,12:00:01 PM,66,80
17,06/05/13,01:00:01 PM,69,59
15,06/06/13,02:00:01 PM,65,74
13,06/07/13,03:00:01 PM,69,66
20,06/08/13,04:00:01 PM,67,67
13,06/09/13,05:00:01 PM,69,75
1,06/10/13,06:00:01 PM,70,73
14,06/11/13,07:00:01 PM,65,68
7,06/12/13,08:00:01 PM,65,55
20,06/13/13,09:00:01 PM,70,71
4,06/14/13,10:00:01 PM,69,62
4,06/15/13,11:00:01 PM,70,70
12,06/16/13,12:13:19 AM,69,74
16,06/17/13,01:13:19 AM,65,72
18,06/18/13,02:13:19 AM,65,74
7,06/19/13,03:13:19 AM,69,65
10,06/20/13,04:13:19 AM,68,73
10,06/21/13,05:13:19 AM,65,67
12,06/22/13,06:13:19 AM,70,78
9,06/23/13,07:13:19 AM,67,61
2,06/24/13,08:13:19 AM,66,66
16,06/25/13,09:13:19 AM,66,77
20,06/26/13,10:13:19 AM,65,79
12,06/27/13,11:13:19 AM,67,76
1,06/28/13,12:13:19 PM,70,57
12,06/29/13,01:13:19 PM,67,73
3,06/30/13,02:13:19 PM,68,62
13,06/01/13,03:13:19 PM,65,71
12,06/02/13,04:13:19 PM,67,69
10,06/03/13,05:13:19 PM,66,79
17,06/04/13,06:13:19 PM,67,55
18,06/05/13,07:13:19 PM,70,76
3,06/06/13,08:13:19 PM,65,58
1,06/07/13,09:13:19 PM,66,62
5,06/08/13,10:13:19 PM,67,69
14,06/09/13,11:13:19 PM,65,63
10,06/10/13,12:43:51 AM,68,56
6,06/11/13,01:43:51 AM,67,60
3,06/12/13,02:43:51 AM,66,59
6,06/13/13,03:43:51 AM,66,76
5,06/14/13,04:43:51 AM,67,55
4,06/15/13,05:43:51 AM,66,57
6,06/16/13,06:43:51 AM,65,75
10,06/17/13,07:43:51 AM,67,63
12,06/18/13,08:43:51 AM,69,77
2,06/19/13,09:43:51 AM,67,71
1,06/20/13,10:43:51 AM,65,79
8,06/21/13,11:43:51 AM,70,63
10,06/22/13,12:43:51 PM,69,62
14,06/23/13,01:43:51 PM,70,58
7,06/24/13,02:43:51 PM,66,66
6,06/25/13,03:43:51 PM,67,76
5,06/26/13,04:43:51 PM,66,55
7,06/27/13,05:43:51 PM,65,67
17,06/28/13,06:43:51 PM,69,70
1,06/29/13,07:43:51 PM,65,64
8,06/30/13,08:43:51 PM,70,61
17,06/01/13,09:43:51 PM,67,70
4,06/02/13,10:43:51 PM,66,80
6,06/03/13,11:43:51 PM,65,77
15,06/04/13,12:13:20 AM,70,63
11,06/05/13,01:13:20 AM,69,71
8,06/06/13,02:13:20 AM,69,74
15,06/07/13,03:13:20 AM,65,74
12,06/08/13,04:13:20 AM,69,74
10,06/09/13,05:13:20 AM,66,62
8,06/10/13,06:13:20 AM,70,66
19,06/11/13,07:13:20 AM,66,77
15,06/12/13,08:13:20 AM,67,79
2,06/13/13,09:13:20 AM,68,71
5,06/14/13,10:13:20 AM,67,64
2,06/15/13,11:13:20 AM,69,57
10,06/16/13,12:13:20 PM,68,66
5,06/17/13,01:13:20 PM,69,80
14,06/18/13,02:13:20 PM,67,62
9,06/19/13,03:13:20 PM,67,68
4,06/20/13,04:13:20 PM,68,80
10,06/21/13,05:13:20 PM,65,80
15,06/22/13,06:13:20 PM,70,58
4,06/23/13,07:13:20 PM,70,79
18,06/24/13,08:13:20 PM,67,59
13,06/25/13,09:13:20 PM,67,73
14,06/26/13,10:13:20 PM,65,61
4,06/27/13,11:13:20 PM,67,76
3,06/28/13,12:33:07 AM,68,79
3,06/29/13,01:33:07 AM,65,70
17,06/30/13,02:33:07 AM,68,60
2,06/01/13,03:33:07 AM,68,76
6,06/02/13,04:33:07 AM,70,63
13,06/03/13,05:33:07 AM,69,76
19,06/04/13,06:33:07 AM,65,61
1,06/05/13,07:33:07 AM,66,59
16,06/06/13,08:33:07 AM,68,70
13,06/07/13,09:33:07 AM,69,71
20,06/08/13,10:33:07 AM,67,58
4,06/09/13,11:33:07 AM,66,65
2,06/10/13,12:33:07 PM,67,70
12,06/11/13,01:33:07 PM,67,65
5,06/12/13,02:33:07 PM,69,68
17,06/13/13,03:33:07 PM,70,75
8,06/14/13,04:33:07 PM,67,79
20,06/15/13,05:33:07 PM,65,62
19,06/16/13,06:33:07 PM,65,62
5,06/17/13,07:33:07 PM,67,60
14,06/18/13,08:33:07 PM,66,76
3,06/19/13,09:33:07 PM,66,55
7,06/20/13,10:33:07 PM,69,77
20,06/21/13,11:33:07 PM,70,74
20,06/22/13,12:45:56 AM,69,61
19,06/23/13,01:45:56 AM,65,62
5,06/24/13,02:45:56 AM,68,78
16,06/25/13,03:45:56 AM,67,57
13,06/26/13,04:45:56 AM,67,57
3,06/27/13,05:45:56 AM,70,71
18,06/28/13,06:45:56 AM,67,64
16,06/29/13,07:45:56 AM,68,67
7,06/30/13,08:45:56 AM,66,68
3,06/01/13,09:45:56 AM,67,56
10,06/02/13,10:45:56 AM,67,63
15,06/03/13,11:45:56 AM,65,72
19,06/04/13,12:45:56 PM,70,56
19,06/05/13,01:45:56 PM,68,64
14,06/06/13,02:45:56 PM,69,57
12,06/07/13,03:45:56 PM,70,70
1,06/08/13,04:45:56 PM,67,61
7,06/09/13,05:45:56 PM,65,77
5,06/10/13,06:45:56 PM,66,78
3,06/11/13,07:45:56 PM,68,63
6,06/12/13,08:45:56 PM,65,66
4,06/13/13,09:45:56 PM,67,69
7,06/14/13,10:45:56 PM,66,63
11,06/15/13,11:45:56 PM,68,62
9,06/16/13,12:45:56 AM,69,67
15,06/17/13,01:45:56 AM,70,61
15,06/18/13,02:45:56 AM,68,69
8,06/19/13,03:45:56 AM,68,79
4,06/20/13,04:45:56 AM,70,71
16,06/21/13,05:45:56 AM,66,62
5,06/22/13,06:45:56 AM,70,57
7,06/23/13,07:45:56 AM,66,70
14,06/24/13,08:45:56 AM,68,60
4,06/25/13,09:45:56 AM,69,63
13,06/26/13,10:45:56 AM,69,71
17,06/27/13,11:45:56 AM,69,76
1,06/28/13,12:45:56 PM,70,68
8,06/29/13,01:45:56 PM,70,77
9,06/30/13,02:45:56 PM,70,60
5,06/01/13,03:45:56 PM,69,60
11,06/02/13,04:45:56 PM,66,56
17,06/03/13,05:45:56 PM,66,77
2,06/04/13,06:45:56 PM,65,79
18,06/05/13,07:45:56 PM,68,66
5,06/06/13,08:45:56 PM,70,66
19,06/07/13,09:45:56 PM,66,71
11,06/08/13,10:45:56 PM,68,69
17,06/09/13,11:45:56 PM,68,72
17,06/10/13,12:45:56 AM,66,76
20,06/11/13,01:45:56 AM,66,61
12,06/12/13,02:45:56 AM,66,67
10,06/13/13,03:45:56 AM,70,78
18,06/14/13,04:45:56 AM,67,63
13,06/15/13,05:45:56 AM,66,66
4,06/16/13,06:45:56 AM,68,80
17,06/17/13,07:45:56 AM,66,67
16,06/18/13,08:45:56 AM,68,70
10,06/19/13,09:45:56 AM,68,74
4,06/20/13,10:45:56 AM,66,74
11,06/21/13,11:45:56 AM,65,79
5,06/22/13,12:45:56 PM,66,65
6,06/23/13,01:45:56 PM,69,73
1,06/24/13,02:45:56 PM,65,73
14,06/25/13,03:45:56 PM,70,62
16,06/26/13,04:45:56 PM,70,59
17,06/27/13,05:45:56 PM,70,76
12,06/28/13,06:45:56 PM,67,71
9,06/29/13,12:00:01 AM,68,61
19,06/30/13,01:00:01 AM,69,57
19,06/01/13,02:00:01 AM,70,58
10,06/02/13,03:00:01 AM,65,76
17,06/03/13,04:00:01 AM,69,80
17,06/04/13,05:00:01 AM,68,56
3,06/05/13,06:00:01 AM,68,69
18,06/06/13,07:00:01 AM,70,56
8,06/07/13,08:00:01 AM,68,71
16,06/08/13,09:00:01 AM,66,69
2,06/09/13,10:00:01 AM,66,59
12,06/10/13,11:00:01 AM,69,67
5,06/11/13,12:00:01 PM,67,68
2,06/12/13,01:00:01 PM,69,78
20,06/13/13,02:00:01 PM,68,56
14,06/14/13,03:00:01 PM,65,73
12,06/15/13,04:00:01 PM,70,58
11,06/16/13,05:00:01 PM,65,75
3,06/17/13,06:00:01 PM,68,65
10,06/18/13,07:00:01 PM,65,55
2,06/19/13,08:00:01 PM,65,80
1,06/20/13,09:00:01 PM,67,71
20,06/21/13,10:00:01 PM,67,56
4,06/22/13,11:00:01 PM,68,80
18,06/23/13,12:13:19 AM,70,78
5,06/24/13,01:13:19 AM,68,68
12,06/25/13,02:13:19 AM,69,77
17,06/26/13,03:13:19 AM,66,75
4,06/27/13,04:13:19 AM,67,70
19,06/28/13,05:13:19 AM,67,67
1,06/29/13,06:13:19 AM,69,76
8,06/30/13,07:13:19 AM,69,72
16,06/01/13,08:13:19 AM,65,74
7,06/02/13,09:13:19 AM,66,79
10,06/03/13,10:13:19 AM,67,66
1,06/04/13,11:13:19 AM,68,56
11,06/05/13,12:13:19 PM,66,57
5,06/06/13,01:13:19 PM,67,80
20,06/07/13,02:13:19 PM,68,67
1,06/08/13,03:13:19 PM,65,71
1,06/09/13,04:13:19 PM,69,74
10,06/10/13,05:13:19 PM,68,60
19,06/11/13,06:13:19 PM,69,80
14,06/12/13,07:13:19 PM,70,71
17,06/13/13,08:13:19 PM,66,71
15,06/14/13,09:13:19 PM,65,73
7,06/15/13,10:13:19 PM,70,56
16,06/16/13,11:13:19 PM,70,63
5,06/17/13,12:43:51 AM,66,75
8,06/18/13,01:43:51 AM,70,76
13,06/19/13,02:43:51 AM,65,55
11,06/20/13,03:43:51 AM,66,64
13,06/21/13,04:43:51 AM,70,79
13,06/22/13,05:43:51 AM,66,69
20,06/23/13,06:43:51 AM,70,57
10,06/24/13,07:43:51 AM,68,57
1,06/25/13,08:43:51 AM,67,77
8,06/26/13,09:43:51 AM,68,77
16,06/27/13,10:43:51 AM,65,71
3,06/28/13,11:43:51 AM,68,77
16,06/29/13,12:43:51 PM,69,65
15,06/30/13,01:43:51 PM,67,73
18,06/01/13,02:43:51 PM,68,71
16,06/02/13,03:43:51 PM,68,62
6,06/03/13,04:43:51 PM,69,74
17,06/04/13,05:43:51 PM,66,80
17,06/05/13,06:43:51 PM,68,57
5,06/06/13,07:43:51 PM,65,57
4,06/07/13,08:43:51 PM,70,58
16,06/08/13,09:43:51 PM,66,63
4,06/09/13,10:43:51 PM,68,71
18,06/10/13,11:43:51 PM,70,75
7,06/11/13,12:13:20 AM,70,74
20,06/12/13,01:13:20 AM,69,58
17,06/13/13,02:13:20 AM,65,62
7,06/14/13,03:13:20 AM,67,56
16,06/15/13,04:13:20 AM,68,58
1,06/16/13,05:13:20 AM,68,70
14,06/17/13,06:13:20 AM,67,63
10,06/18/13,07:13:20 AM,67,63
9,06/19/13,08:13:20 AM,68,58
13,06/20/13,09:13:20 AM,69,59
14,06/21/13,10:13:20 AM,65,60
19,06/22/13,11:13:20 AM,66,65
6,06/23/13,12:13:20 PM,66,80
17,06/24/13,01:13:20 PM,66,80
4,06/25/13,02:13:20 PM,68,77
4,06/26/13,03:13:20 PM,65,66
18,06/27/13,04:13:20 PM,69,59
16,06/28/13,05:13:20 PM,67,65
16,06/29/13,06:13:20 PM,65,63
6,06/30/13,07:13:20 PM,68,64
14,06/01/13,08:13:20 PM,70,67
18,06/02/13,09:13:20 PM,65,68
11,06/03/13,10:13:20 PM,65,66
4,06/04/13,11:13:20 PM,66,80
16,06/05/13,12:33:07 AM,69,59
5,06/06/13,01:33:07 AM,69,71
1,06/07/13,02:33:07 AM,65,62
12,06/08/13,03:33:07 AM,68,55
5,06/09/13,04:33:07 AM,68,71
16,06/10/13,05:33:07 AM,65,68
2,06/11/13,06:33:07 AM,68,71
16,06/12/13,07:33:07 AM,66,77
12,06/13/13,08:33:07 AM,66,64
16,06/14/13,09:33:07 AM,65,56
19,06/15/13,10:33:07 AM,69,61
3,06/16/13,11:33:07 AM,69,65
19,06/17/13,12:33:07 PM,69,64
13,06/18/13,01:33:07 PM,68,56
9,06/19/13,02:33:07 PM,68,73
15,06/20/13,03:33:07 PM,70,67
18,06/21/13,04:33:07 PM,65,80
12,06/22/13,05:33:07 PM,66,59
6,06/23/13,06:33:07 PM,68,77
2,06/24/13,07:33:07 PM,67,78
17,06/25/13,08:33:07 PM,66,56
19,06/26/13,09:33:07 PM,67,59
3,06/27/13,10:33:07 PM,66,80
14,06/28/13,11:33:07 PM,66,63
14,06/29/13,12:00:01 AM,70,68
3,06/30/13,01:00:01 AM,67,67
8,06/01/13,02:00:01 AM,67,72
7,06/02/13,03:00:01 AM,69,69
