Date,Time,TargetTemp,ActualTemp,BuildingID
6/23/13,19:13:20,70,62,18
6/24/13,20:13:20,70,80,13
6/25/13,21:13:20,65,74,19
6/26/13,22:13:20,68,67,2
6/27/13,23:13:20,67,65,6
6/28/13,0:33:07,65,73,2
6/29/13,1:33:07,68,76,19
6/30/13,2:33:07,66,74,4
6/1/13,3:33:07,67,62,1
6/2/13,4:33:07,70,73,4
6/3/13,5:33:07,65,62,19
6/4/13,6:33:07,65,75,20
6/5/13,7:33:07,67,77,16
6/6/13,8:33:07,66,66,17
6/7/13,9:33:07,66,58,5
6/8/13,10:33:07,67,70,1
6/9/13,11:33:07,69,55,6
6/10/13,12:33:07,70,61,10
6/11/13,13:33:07,70,80,20
6/12/13,14:33:07,65,80,17
6/13/13,15:33:07,65,75,18
6/14/13,16:33:07,67,64,19
6/15/13,17:33:07,67,68,6
6/16/13,18:33:07,69,61,14
6/17/13,19:33:07,69,72,7
6/18/13,20:33:07,68,60,3
6/19/13,21:33:07,69,64,15
6/20/13,22:33:07,66,61,15
6/21/13,23:33:07,70,59,9
6/22/13,0:00:01,66,77,15
6/23/13,1:00:01,65,57,15
6/24/13,2:00:01,70,66,9
6/25/13,3:00:01,67,55,17
6/26/13,4:00:01,66,64,8
6/27/13,5:00:01,70,75,16
6/28/13,6:00:01,65,77,15
6/29/13,7:00:01,65,59,19
6/30/13,8:00:01,67,80,19
6/1/13,9:00:01,67,55,8
6/2/13,10:00:01,67,71,11
6/3/13,11:00:01,70,63,20
6/4/13,12:00:01,66,80,2
6/5/13,13:00:01,69,59,17
6/6/13,14:00:01,65,74,15
6/7/13,15:00:01,69,66,13
6/8/13,16:00:01,67,67,20
6/9/13,17:00:01,69,75,13
6/10/13,18:00:01,70,73,1
6/11/13,19:00:01,65,68,14
6/12/13,20:00:01,65,55,7
6/13/13,21:00:01,70,71,20
6/14/13,22:00:01,69,62,4
6/15/13,23:00:01,70,70,4
6/16/13,0:13:19,69,74,12
6/17/13,1:13:19,65,72,16
6/18/13,2:13:19,65,74,18
6/19/13,3:13:19,69,65,7
6/20/13,4:13:19,68,73,10
6/21/13,5:13:19,65,67,10
6/22/13,6:13:19,70,78,12
6/23/13,7:13:19,67,61,9
6/24/13,8:13:19,66,66,2
6/25/13,9:13:19,66,77,16
6/26/13,10:13:19,65,79,20
6/27/13,11:13:19,67,76,12
6/28/13,12:13:19,70,57,1
6/29/13,13:13:19,67,73,12
6/30/13,14:13:19,68,62,3
6/1/13,15:13:19,65,71,13
6/2/13,16:13:19,67,69,12
6/3/13,17:13:19,66,79,10
6/4/13,18:13:19,67,55,17
6/5/13,19:13:19,70,76,18
6/6/13,20:13:19,65,58,3
6/7/13,21:13:19,66,62,1
6/8/13,22:13:19,67,69,5
6/9/13,23:13:19,65,63,14
6/10/13,0:43:51,68,56,10
6/11/13,1:43:51,67,60,6
6/12/13,2:43:51,66,59,3
6/13/13,3:43:51,66,76,6
6/14/13,4:43:51,67,55,5
6/15/13,5:43:51,66,57,4
6/16/13,6:43:51,65,75,6
6/17/13,7:43:51,67,63,10
6/18/13,8:43:51,69,77,12
6/19/13,9:43:51,67,71,2
6/20/13,10:43:51,65,79,1
6/21/13,11:43:51,70,63,8
6/22/13,12:43:51,69,62,10
6/23/13,13:43:51,70,58,14
6/24/13,14:43:51,66,66,7
6/25/13,15:43:51,67,76,6
6/26/13,16:43:51,66,55,5
6/27/13,17:43:51,65,67,7
6/28/13,18:43:51,69,70,17
6/29/13,19:43:51,65,64,1
6/30/13,20:43:51,70,61,8
6/1/13,21:43:51,67,70,17
6/2/13,22:43:51,66,80,4
6/3/13,23:43:51,65,77,6
6/4/13,0:13:20,70,63,15
6/5/13,1:13:20,69,71,11
6/6/13,2:13:20,69,74,8
6/7/13,3:13:20,65,74,15
6/8/13,4:13:20,69,74,12
6/9/13,5:13:20,66,62,10
6/10/13,6:13:20,70,66,8
6/11/13,7:13:20,66,77,19
6/12/13,8:13:20,67,79,15
6/13/13,9:13:20,68,71,2
6/14/13,10:13:20,67,64,5
6/15/13,11:13:20,69,57,2
6/16/13,12:13:20,68,66,10
6/17/13,13:13:20,69,80,5
6/18/13,14:13:20,67,62,14
6/19/13,15:13:20,67,68,9
6/20/13,16:13:20,68,80,4
6/21/13,17:13:20,65,80,10
6/22/13,18:13:20,70,58,15
6/23/13,19:13:20,70,79,4
6/24/13,20:13:20,67,59,18
6/25/13,21:13:20,67,73,13
6/26/13,22:13:20,65,61,14
6/27/13,23:13:20,67,76,4
6/28/13,0:33:07,68,79,3
6/29/13,1:33:07,65,70,3
6/30/13,2:33:07,68,60,17
6/1/13,3:33:07,68,76,2
6/2/13,4:33:07,70,63,6
6/3/13,5:33:07,69,76,13
6/4/13,6:33:07,65,61,19
6/5/13,7:33:07,66,59,1
6/6/13,8:33:07,68,70,16
6/7/13,9:33:07,69,71,13
6/8/13,10:33:07,67,58,20
6/9/13,11:33:07,66,65,4
6/10/13,12:33:07,67,70,2
6/11/13,13:33:07,67,65,12
6/12/13,14:33:07,69,68,5
6/13/13,15:33:07,70,75,17
6/14/13,16:33:07,67,79,8
6/15/13,17:33:07,65,62,20
6/16/13,18:33:07,65,62,19
6/17/13,19:33:07,67,60,5
6/18/13,20:33:07,66,76,14
6/19/13,21:33:07,66,55,3
6/20/13,22:33:07,69,77,7
6/21/13,23:33:07,70,74,20
6/22/13,0:45:56,69,61,20
6/23/13,1:45:56,65,62,19
6/24/13,2:45:56,68,78,5
6/25/13,3:45:56,67,57,16
6/26/13,4:45:56,67,57,13
6/27/13,5:45:56,70,71,3
6/28/13,6:45:56,67,64,18
6/29/13,7:45:56,68,67,16
6/30/13,8:45:56,66,68,7
6/1/13,9:45:56,67,56,3
6/2/13,10:45:56,67,63,10
6/3/13,11:45:56,65,72,15
6/4/13,12:45:56,70,56,19
6/5/13,13:45:56,68,64,19
6/6/13,14:45:56,69,57,14
6/7/13,15:45:56,70,70,12
6/8/13,16:45:56,67,61,1
6/9/13,17:45:56,65,77,7
6/10/13,18:45:56,66,78,5
6/11/13,19:45:56,68,63,3
6/12/13,20:45:56,65,66,6
6/13/13,21:45:56,67,69,4
6/14/13,22:45:56,66,63,7
6/15/13,23:45:56,68,62,11
6/16/13,0:45:56,69,67,9
6/17/13,1:45:56,70,61,15
6/18/13,2:45:56,68,69,15
6/19/13,3:45:56,68,79,8
6/20/13,4:45:56,70,71,4
6/21/13,5:45:56,66,62,16
6/22/13,6:45:56,70,57,5
6/23/13,7:45:56,66,70,7
6/24/13,8:45:56,68,60,14
6/25/13,9:45:56,69,63,4
6/26/13,10:45:56,69,71,13
6/27/13,11:45:56,69,76,17
6/28/13,12:45:56,70,68,1
6/29/13,13:45:56,70,77,8
6/30/13,14:45:56,70,60,9
6/1/13,15:45:56,69,60,5
6/2/13,16:45:56,66,56,11
6/3/13,17:45:56,66,77,17
6/4/13,18:45:56,65,79,2
6/5/13,19:45:56,68,66,18
6/6/13,20:45:56,70,66,5
6/7/13,21:45:56,66,71,19
6/8/13,22:45:56,68,69,11
6/9/13,23:45:56,68,72,17
6/10/13,0:45:56,66,76,17
6/11/13,1:45:56,66,61,20
6/12/13,2:45:56,66,67,12
6/13/13,3:45:56,70,78,10
6/14/13,4:45:56,67,63,18
6/15/13,5:45:56,66,66,13
6/16/13,6:45:56,68,80,4
6/17/13,7:45:56,66,67,17
6/18/13,8:45:56,68,70,16
6/19/13,9:45:56,68,74,10
6/20/13,10:45:56,66,74,4
6/21/13,11:45:56,65,79,11
6/22/13,12:45:56,66,65,5
6/23/13,13:45:56,69,73,6
6/24/13,14:45:56,65,73,1
6/25/13,15:45:56,70,62,14
6/26/13,16:45:56,70,59,16
6/27/13,17:45:56,70,76,17
6/28/13,18:45:56,67,71,12
6/29/13,0:00:01,68,61,9
6/30/13,1:00:01,69,57,19
6/1/13,2:00:01,70,58,19
6/2/13,3:00:01,65,76,10
6/3/13,4:00:01,69,80,17
6/4/13,5:00:01,68,56,17
6/5/13,6:00:01,68,69,3
6/6/13,7:00:01,70,56,18
6/7/13,8:00:01,68,71,8
6/8/13,9:00:01,66,69,16
6/9/13,10:00:01,66,59,2
6/10/13,11:00:01,69,67,12
6/11/13,12:00:01,67,68,5
6/12/13,13:00:01,69,78,2
6/13/13,14:00:01,68,56,20
6/14/13,15:00:01,65,73,14
6/15/13,16:00:01,70,58,12
6/16/13,17:00:01,65,75,11
6/17/13,18:00:01,68,65,3
6/18/13,19:00:01,65,55,10
6/19/13,20:00:01,65,80,2
6/20/13,21:00:01,67,71,1
6/21/13,22:00:01,67,56,20
6/22/13,23:00:01,68,80,4
6/23/13,0:13:19,70,78,18
6/24/13,1:13:19,68,68,5
6/25/13,2:13:19,69,77,12
6/26/13,3:13:19,66,75,17
6/27/13,4:13:19,67,70,4
6/28/13,5:13:19,67,67,19
6/29/13,6:13:19,69,76,1
6/30/13,7:13:19,69,72,8
6/1/13,8:13:19,65,74,16
6/2/13,9:13:19,66,79,7
6/3/13,10:13:19,67,66,10
6/4/13,11:13:19,68,56,1
6/5/13,12:13:19,66,57,11
6/6/13,13:13:19,67,80,5
6/7/13,14:13:19,68,67,20
6/8/13,15:13:19,65,71,1
6/9/13,16:13:19,69,74,1
6/10/13,17:13:19,68,60,10
6/11/13,18:13:19,69,80,19
6/12/13,19:13:19,70,71,14
6/13/13,20:13:19,66,71,17
6/14/13,21:13:19,65,73,15
6/15/13,22:13:19,70,56,7
6/16/13,23:13:19,70,63,16
6/17/13,0:43:51,66,75,5
6/18/13,1:43:51,70,76,8
6/19/13,2:43:51,65,55,13
6/20/13,3:43:51,66,64,11
6/21/13,4:43:51,70,79,13
6/22/13,5:43:51,66,69,13
6/23/13,6:43:51,70,57,20
6/24/13,7:43:51,68,57,10
6/25/13,8:43:51,67,77,1
6/26/13,9:43:51,68,77,8
6/27/13,10:43:51,65,71,16
6/28/13,11:43:51,68,77,3
6/29/13,12:43:51,69,65,16
6/30/13,13:43:51,67,73,15
6/1/13,14:43:51,68,71,18
6/2/13,15:43:51,68,62,16
6/3/13,16:43:51,69,74,6
6/4/13,17:43:51,66,80,17
6/5/13,18:43:51,68,57,17
6/6/13,19:43:51,65,57,5
6/7/13,20:43:51,70,58,4
6/8/13,21:43:51,66,63,16
6/9/13,22:43:51,68,71,4
6/10/13,23:43:51,70,75,18
6/11/13,0:13:20,70,74,7
6/12/13,1:13:20,69,58,20
6/13/13,2:13:20,65,62,17
6/14/13,3:13:20,67,56,7
6/15/13,4:13:20,68,58,16
6/16/13,5:13:20,68,70,1
6/17/13,6:13:20,67,63,14
6/18/13,7:13:20,67,63,10
6/19/13,8:13:20,68,58,9
6/20/13,9:13:20,69,59,13
6/21/13,10:13:20,65,60,14
6/22/13,11:13:20,66,65,19
6/23/13,12:13:20,66,80,6
6/24/13,13:13:20,66,80,17
6/25/13,14:13:20,68,77,4
6/26/13,15:13:20,65,66,4
6/27/13,16:13:20,69,59,18
6/28/13,17:13:20,67,65,16
6/29/13,18:13:20,65,63,16
6/30/13,19:13:20,68,64,6
6/1/13,20:13:20,70,67,14
6/2/13,21:13:20,65,68,18
6/3/13,22:13:20,65,66,11
6/4/13,23:13:20,66,80,4
6/5/13,0:33:07,69,59,16
6/6/13,1:33:07,69,71,5
6/7/13,2:33:07,65,62,1
6/8/13,3:33:07,68,55,12
6/9/13,4:33:07,68,71,5
6/10/13,5:33:07,65,68,16
6/11/13,6:33:07,68,71,2
6/12/13,7:33:07,66,77,16
6/13/13,8:33:07,66,64,12
6/14/13,9:33:07,65,56,16
6/15/13,10:33:07,69,61,19
6/16/13,11:33:07,69,65,3
6/17/13,12:33:07,69,64,19
6/18/13,13:33:07,68,56,13
6/19/13,14:33:07,68,73,9
6/20/13,15:33:07,70,67,15
6/21/13,16:33:07,65,80,18
6/22/13,17:33:07,66,59,12
6/23/13,18:33:07,68,77,6
6/24/13,19:33:07,67,78,2
6/25/13,20:33:07,66,56,17
6/26/13,21:33:07,67,59,19
6/27/13,22:33:07,66,80,3
6/28/13,23:33:07,66,63,14
6/29/13,0:00:01,70,68,14
6/30/13,1:00:01,67,67,3
6/1/13,2:00:01,67,72,8
6/2/13,3:00:01,69,69,7
6/3/13,4:00:01,70,58,20
6/4/13,5:00:01,65,65,12
6/5/13,6:00:01,69,79,11
6/6/13,7:00:01,66,78,15
6/7/13,8:00:01,66,63,11
6/8/13,9:00:01,69,59,11
6/9/13,10:00:01,65,55,15
6/10/13,11:00:01,69,71,17
6/11/13,12:00:01,69,67,3
6/12/13,13:00:01,69,75,5
6/13/13,14:00:01,69,67,15
6/14/13,15:00:01,65,62,14
6/15/13,16:00:01,69,58,3
6/16/13,17:00:01,68,75,16
6/17/13,18:00:01,65,69,13
6/18/13,19:00:01,70,80,13
6/19/13,20:00:01,66,55,13
6/20/13,21:00:01,66,78,2
6/21/13,22:00:01,65,74,2
6/22/13,23:00:01,66,77,8
6/23/13,0:13:19,67,78,2
6/24/13,1:13:19,68,68,1
6/25/13,2:13:19,69,66,9
6/26/13,3:13:19,67,57,13
6/27/13,4:13:19,70,75,15
6/28/13,5:13:19,67,55,15
6/29/13,6:13:19,65,67,5
6/30/13,7:13:19,65,56,1
6/1/13,8:13:19,67,78,18
6/2/13,9:13:19,67,59,20
6/3/13,10:13:19,67,74,8
6/4/13,11:13:19,66,56,16
6/5/13,12:13:19,65,72,20
6/6/13,13:13:19,70,74,9
6/7/13,14:13:19,68,72,17
6/8/13,15:13:19,67,65,7
6/9/13,16:13:19,70,62,14
6/10/13,17:13:19,69,74,16
6/11/13,18:13:19,65,60,6
6/12/13,19:13:19,68,56,16
6/13/13,20:13:19,70,61,9
6/14/13,21:13:19,67,60,14
6/15/13,22:13:19,66,66,1
6/16/13,23:13:19,70,80,6
6/17/13,0:43:51,68,65,18
6/18/13,1:43:51,65,78,12
6/19/13,2:43:51,69,57,10
6/20/13,3:43:51,66,74,6
6/21/13,4:43:51,66,79,20
6/22/13,5:43:51,66,63,4
6/23/13,6:43:51,69,80,19
6/24/13,7:43:51,69,60,13
6/25/13,8:43:51,68,76,14
6/26/13,9:43:51,69,74,20
6/27/13,10:43:51,65,61,8
6/28/13,11:43:51,70,71,20
6/29/13,12:43:51,67,70,19
6/30/13,13:43:51,65,56,3
6/1/13,14:43:51,67,72,19
6/2/13,15:43:51,67,78,2
6/3/13,16:43:51,67,56,9
6/4/13,17:43:51,68,55,10
6/5/13,18:43:51,69,61,15
6/6/13,19:43:51,69,69,4
6/7/13,20:43:51,65,56,4
6/8/13,21:43:51,67,73,4
6/9/13,22:43:51,67,78,4
6/10/13,23:43:51,70,64,12
6/11/13,0:13:20,67,76,10
6/12/13,1:13:20,67,55,12
6/13/13,2:13:20,66,58,17
6/14/13,3:13:20,68,79,17
6/15/13,4:13:20,68,70,4
6/16/13,5:13:20,66,69,14
6/17/13,6:13:20,65,70,16
6/18/13,7:13:20,70,76,17
6/19/13,8:13:20,69,71,16
6/20/13,9:13:20,66,78,3
6/21/13,10:13:20,70,62,17
6/22/13,11:13:20,70,73,14
6/23/13,12:13:20,65,66,13
6/24/13,13:13:20,65,62,16
6/25/13,14:13:20,70,74,18
6/26/13,15:13:20,70,78,19
6/27/13,16:13:20,70,69,18
6/28/13,17:13:20,66,64,14
6/29/13,18:13:20,70,59,17
6/30/13,19:13:20,65,73,10
6/1/13,20:13:20,67,57,20
6/2/13,21:13:20,68,57,7
6/3/13,22:13:20,66,63,16
6/4/13,23:13:20,69,71,15
6/5/13,0:33:07,66,80,18
6/6/13,1:33:07,69,71,16
6/7/13,2:33:07,69,68,11
6/8/13,3:33:07,69,80,11
6/9/13,4:33:07,65,69,20
6/10/13,5:33:07,65,77,19
6/11/13,6:33:07,66,56,1
6/12/13,7:33:07,67,55,15
6/13/13,8:33:07,69,58,12
6/14/13,9:33:07,69,57,10
6/15/13,10:33:07,68,76,20
6/16/13,11:33:07,68,59,2
6/17/13,12:33:07,68,59,5
6/18/13,13:33:07,68,63,5
6/19/13,14:33:07,66,65,2
6/20/13,15:33:07,65,79,11
6/21/13,16:33:07,68,75,1
6/22/13,17:33:07,66,61,12
6/23/13,18:33:07,65,75,17
6/24/13,19:33:07,68,65,1
6/25/13,20:33:07,65,71,11
6/26/13,21:33:07,66,74,16
6/27/13,22:33:07,67,73,8
6/28/13,23:33:07,66,78,20
6/29/13,0:00:01,68,79,9
6/30/13,1:00:01,65,80,14
6/1/13,2:00:01,70,57,8
6/2/13,3:00:01,67,75,16
6/3/13,4:00:01,65,76,7
6/4/13,5:00:01,69,80,4
6/5/13,6:00:01,68,68,8
6/6/13,7:00:01,69,70,7
6/7/13,8:00:01,65,55,19
6/8/13,9:00:01,68,80,20
6/9/13,10:00:01,68,57,11
6/10/13,11:00:01,70,66,6
6/11/13,12:00:01,70,72,15
6/12/13,13:00:01,67,66,4
6/13/13,14:00:01,68,72,14
6/14/13,15:00:01,69,79,6
6/15/13,16:00:01,69,62,19
6/16/13,17:00:01,69,73,9
6/17/13,18:00:01,67,76,12
6/18/13,19:00:01,65,61,3
6/19/13,20:00:01,69,76,20
6/20/13,21:00:01,69,70,10
6/21/13,22:00:01,66,76,13
6/22/13,23:00:01,67,80,19
6/23/13,0:13:19,66,56,13
6/24/13,1:13:19,66,78,12
6/25/13,2:13:19,70,69,5
6/26/13,3:13:19,66,61,3
6/27/13,4:13:19,69,60,9
6/28/13,5:13:19,65,66,3
6/29/13,6:13:19,69,69,9
6/30/13,7:13:19,70,71,1
6/1/13,8:13:19,67,68,3
6/2/13,9:13:19,65,64,17
6/3/13,10:13:19,68,77,19
6/4/13,11:13:19,69,75,20
6/5/13,12:13:19,69,68,11
6/6/13,13:13:19,70,69,8
6/7/13,14:13:19,67,67,16
6/8/13,15:13:19,68,64,3
6/9/13,16:13:19,68,69,7
6/10/13,17:13:19,66,64,19
6/11/13,18:13:19,66,63,10
6/12/13,19:13:19,69,74,12
6/13/13,20:13:19,66,73,8
6/14/13,21:13:19,65,73,17
6/15/13,22:13:19,67,56,4
6/16/13,23:13:19,66,78,6
6/17/13,0:43:51,68,73,16
6/18/13,1:43:51,68,61,12
6/19/13,2:43:51,66,74,6
6/20/13,3:43:51,70,63,4
6/21/13,4:43:51,67,77,10
6/22/13,5:43:51,69,64,8
6/23/13,6:43:51,69,63,6
6/24/13,7:43:51,70,66,18
6/25/13,8:43:51,65,68,17
6/26/13,9:43:51,67,78,5
6/27/13,10:43:51,67,75,5
6/28/13,11:43:51,69,72,16
6/29/13,12:43:51,69,62,1
6/30/13,13:43:51,67,65,3
6/1/13,14:43:51,66,77,13
6/2/13,15:43:51,70,73,16
6/3/13,16:43:51,69,60,8
6/4/13,17:43:51,66,60,4
6/5/13,18:43:51,70,72,15
6/6/13,19:43:51,66,66,15
6/7/13,20:43:51,69,60,16
6/8/13,21:43:51,67,79,1
6/9/13,22:43:51,65,76,16
6/10/13,23:43:51,69,68,16
6/11/13,0:13:20,69,62,15
6/12/13,1:13:20,66,77,12
6/13/13,2:13:20,70,74,16
6/14/13,3:13:20,67,75,17
6/15/13,4:13:20,69,65,17
6/16/13,5:13:20,70,65,6
6/17/13,6:13:20,68,68,12
6/18/13,7:13:20,70,76,3
6/19/13,8:13:20,67,63,14
6/20/13,9:13:20,68,72,15
6/21/13,10:13:20,69,78,17
6/22/13,11:13:20,67,56,12
6/23/13,12:13:20,70,77,8
6/24/13,13:13:20,69,57,14
6/25/13,14:13:20,65,72,6
6/26/13,15:13:20,65,76,2
6/27/13,16:13:20,68,64,16
6/28/13,17:13:20,67,67,6
6/29/13,18:13:20,70,73,4
6/30/13,19:13:20,67,77,3
6/1/13,20:13:20,68,80,18
6/2/13,21:13:20,67,61,20
6/3/13,22:13:20,69,63,9
6/4/13,23:13:20,69,71,16
6/5/13,0:33:07,67,61,2
6/6/13,1:33:07,67,76,7
6/7/13,2:33:07,65,55,11
6/8/13,3:33:07,68,59,15
6/9/13,4:33:07,69,74,20
6/10/13,5:33:07,68,76,3
6/11/13,6:33:07,66,68,14
6/12/13,7:33:07,70,60,17
6/13/13,8:33:07,66,69,20
6/14/13,9:33:07,66,58,3
6/15/13,10:33:07,67,78,18
6/16/13,11:33:07,67,67,18
6/17/13,12:33:07,65,64,19
6/18/13,13:33:07,65,71,18
6/19/13,14:33:07,70,77,18
6/20/13,15:33:07,70,72,18
6/21/13,16:33:07,70,60,17
6/22/13,17:33:07,68,72,17
6/23/13,18:33:07,65,72,13
6/24/13,19:33:07,65,65,11
6/25/13,20:33:07,66,74,3
6/26/13,21:33:07,69,75,16
6/27/13,22:33:07,68,73,4
6/28/13,23:33:07,67,55,2
6/29/13,0:00:01,70,60,15
6/30/13,1:00:01,68,69,9
6/1/13,2:00:01,65,60,5
6/2/13,3:00:01,65,64,17
6/3/13,4:00:01,68,79,17
6/4/13,5:00:01,67,63,2
6/5/13,6:00:01,67,59,9
6/6/13,7:00:01,68,60,1
6/7/13,8:00:01,67,76,9
6/8/13,9:00:01,70,55,14
6/9/13,10:00:01,70,70,2
6/10/13,11:00:01,69,65,12
6/11/13,12:00:01,67,57,17
6/12/13,13:00:01,67,76,7
6/13/13,14:00:01,70,71,17
6/14/13,15:00:01,69,70,17
6/15/13,16:00:01,70,79,5
6/16/13,17:00:01,66,78,8
6/17/13,18:00:01,65,56,6
6/18/13,19:00:01,68,63,18
6/19/13,20:00:01,65,80,14
6/20/13,21:00:01,66,79,12
6/21/13,22:00:01,70,63,14
6/22/13,23:00:01,65,76,16
6/23/13,0:13:19,65,80,15
6/24/13,1:13:19,68,76,12
6/25/13,2:13:19,69,58,9
6/26/13,3:13:19,66,63,12
6/27/13,4:13:19,66,57,11
6/28/13,5:13:19,68,75,5
6/29/13,6:13:19,68,72,14
6/30/13,7:13:19,68,70,19
6/1/13,8:13:19,68,64,11
6/2/13,9:13:19,70,57,1
6/3/13,10:13:19,70,74,6
6/4/13,11:13:19,69,73,16
6/5/13,12:13:19,66,55,6
6/6/13,13:13:19,65,63,10
6/7/13,14:13:19,69,73,17
6/8/13,15:13:19,69,76,10
6/9/13,16:13:19,68,69,9
6/10/13,17:13:19,66,79,8
6/11/13,18:13:19,68,58,4
6/12/13,19:13:19,69,57,9
6/13/13,20:13:19,68,57,10
6/14/13,21:13:19,70,67,4
6/15/13,22:13:19,69,76,12
6/16/13,23:13:19,67,59,20
6/17/13,0:43:51,66,58,2
6/18/13,1:43:51,65,68,7
6/19/13,2:43:51,68,58,2
6/20/13,3:43:51,69,58,12
6/21/13,4:43:51,66,66,12
6/22/13,5:43:51,68,72,13
6/23/13,6:43:51,67,80,3
6/24/13,7:43:51,68,77,12
6/25/13,8:43:51,65,69,19
6/26/13,9:43:51,67,70,6
6/27/13,10:43:51,69,62,7
6/28/13,11:43:51,66,79,3
6/29/13,12:43:51,66,76,14
6/30/13,13:43:51,66,63,19
6/1/13,14:43:51,70,73,1
6/2/13,15:43:51,65,71,12
6/3/13,16:43:51,66,62,6
6/4/13,17:43:51,67,58,4
6/5/13,18:43:51,66,63,5
6/6/13,19:43:51,68,70,15
6/7/13,20:43:51,70,65,9
6/8/13,21:43:51,68,55,2
6/9/13,22:43:51,69,69,15
6/10/13,23:43:51,70,61,17
6/11/13,0:13:20,66,70,8
6/12/13,1:13:20,69,59,20
6/13/13,2:13:20,67,74,6
6/14/13,3:13:20,65,60,1
6/15/13,4:13:20,69,62,9
6/16/13,5:13:20,67,78,15
6/17/13,6:13:20,68,79,11
6/18/13,7:13:20,67,61,1
6/19/13,8:13:20,68,77,16
6/20/13,9:13:20,67,66,1
6/21/13,10:13:20,70,78,17
6/22/13,11:13:20,67,72,7
6/23/13,12:13:20,69,62,17
6/24/13,13:13:20,66,67,17
6/25/13,14:13:20,67,73,11
6/26/13,15:13:20,69,69,3
6/27/13,16:13:20,68,65,8
6/28/13,17:13:20,66,58,12
6/29/13,18:13:20,69,57,14
6/30/13,19:13:20,70,69,6
6/1/13,20:13:20,68,55,20
6/2/13,21:13:20,66,58,6
6/3/13,22:13:20,68,68,9
6/4/13,23:13:20,67,58,5
6/5/13,0:33:07,65,62,10
6/6/13,1:33:07,65,63,13
6/7/13,2:33:07,65,59,13
6/8/13,3:33:07,70,72,18
6/9/13,4:33:07,66,70,1
6/10/13,5:33:07,65,78,13
6/11/13,6:33:07,68,60,14
6/12/13,7:33:07,67,76,20
6/13/13,8:33:07,66,64,4
6/14/13,9:33:07,70,79,4
6/15/13,10:33:07,70,66,5
6/16/13,11:33:07,69,65,16
6/17/13,12:33:07,66,62,9
6/18/13,13:33:07,69,78,2
6/19/13,14:33:07,66,77,8
6/20/13,15:33:07,67,60,12
6/21/13,16:33:07,66,56,4
6/22/13,17:33:07,69,72,2
6/23/13,18:33:07,68,64,12
6/24/13,19:33:07,68,62,12
6/25/13,20:33:07,70,63,2
6/26/13,21:33:07,65,76,19
6/27/13,22:33:07,67,65,16
6/28/13,23:33:07,67,69,5
6/29/13,0:45:56,67,58,11
6/30/13,1:45:56,69,67,12
6/1/13,2:45:56,70,68,7
6/2/13,3:45:56,70,64,4
6/3/13,4:45:56,66,75,14
6/4/13,5:45:56,69,55,11
6/5/13,6:45:56,69,58,19
6/6/13,7:45:56,65,63,13
6/7/13,8:45:56,66,64,19
6/8/13,9:45:56,66,61,9
6/9/13,10:45:56,69,77,17
6/10/13,11:45:56,66,58,13
6/11/13,12:45:56,66,75,8
6/12/13,13:45:56,65,79,12
6/13/13,14:45:56,70,72,13
6/14/13,15:45:56,66,59,6
6/15/13,16:45:56,70,59,3
6/16/13,17:45:56,67,55,5
6/17/13,18:45:56,68,60,10
6/18/13,19:45:56,67,73,10
6/19/13,20:45:56,65,77,9
6/20/13,21:45:56,66,80,6
6/21/13,22:45:56,68,76,3
6/22/13,23:45:56,69,76,7
6/23/13,0:45:56,69,74,20
6/24/13,1:45:56,67,59,1
6/25/13,2:45:56,70,62,8
6/26/13,3:45:56,69,64,9
6/27/13,4:45:56,68,76,12
6/28/13,5:45:56,69,62,11
6/29/13,6:45:56,65,57,18
6/30/13,7:45:56,68,65,16
6/1/13,8:45:56,68,55,16
6/2/13,9:45:56,68,55,13
6/3/13,10:45:56,67,74,1
6/4/13,11:45:56,65,78,10
6/5/13,12:45:56,69,65,7
6/6/13,13:45:56,67,69,9
6/7/13,14:45:56,68,61,9
6/8/13,15:45:56,70,75,14
6/9/13,16:45:56,69,77,19
6/10/13,17:45:56,68,61,7
6/11/13,18:45:56,69,73,11
6/12/13,19:45:56,65,68,9
6/13/13,20:45:56,66,72,11
6/14/13,21:45:56,70,76,2
6/15/13,22:45:56,69,79,4
6/16/13,23:45:56,70,70,5
6/17/13,0:45:56,68,76,18
6/18/13,1:45:56,69,70,1
6/19/13,2:45:56,65,57,2
6/20/13,3:45:56,67,76,4
6/21/13,4:45:56,65,70,17
6/22/13,5:45:56,68,78,11
6/23/13,6:45:56,65,70,2
6/24/13,7:45:56,65,68,11
6/25/13,8:45:56,66,71,11
6/26/13,9:45:56,65,66,17
6/27/13,10:45:56,66,71,11
6/28/13,11:45:56,68,77,5
6/29/13,12:45:56,68,55,6
6/30/13,13:45:56,69,58,9
6/1/13,14:45:56,65,78,4
6/2/13,15:45:56,67,68,6
6/3/13,16:45:56,70,73,11
6/4/13,17:45:56,69,56,18
6/5/13,18:45:56,66,70,14
6/6/13,0:00:01,65,74,4
6/7/13,1:00:01,66,74,15
6/8/13,2:00:01,66,55,16
6/9/13,3:00:01,69,59,18
6/10/13,4:00:01,67,78,2
6/11/13,5:00:01,70,73,12
6/12/13,6:00:01,68,80,19
6/13/13,7:00:01,67,78,17
6/14/13,8:00:01,69,78,8
6/15/13,9:00:01,69,64,3
6/16/13,10:00:01,68,72,17
6/17/13,11:00:01,69,57,8
6/18/13,12:00:01,68,74,16
